logFC	logCPM	LR	PValue	FDR
EML2	-0.744055649155146	5.61230940002953	65.8947686519182	4.75652489901035e-16	1.90632406025407e-15
SIDT2	-0.618241038716476	6.14367192698441	65.888833423751	4.77087018343281e-16	1.91107854017946e-15
LONP2	-0.685874189642376	6.77756568521567	65.8213775957726	4.9369824019299e-16	1.9765900942516e-15
PKP1	1.8521874663023	5.83770569739533	65.8106261433042	4.96398768783488e-16	1.98636908568819e-15
GLYR1	-0.490057504509017	7.21410698410596	65.7971753874368	4.99798121940715e-16	1.99893285237484e-15
HNRPLL	0.421022328435945	5.37814154666314	65.7505169596735	5.11771438877235e-16	2.04575716921902e-15
CHGB	-4.46850476456709	3.86408298920024	65.6826825243379	5.29692589240316e-16	2.11629644242927e-15
MGAT4B	0.472584068206457	6.52878219049287	65.6804535285483	5.30292002440535e-16	2.11759238941373e-15
SNTB1	1.00645574552768	4.71218772522306	65.6542487749255	5.37389977639575e-16	2.14482396985334e-15
TENC1	-0.908114044119183	6.63850129179885	65.6059973071925	5.50709225600883e-16	2.19684472948249e-15
FASN	-1.33499571495568	9.95099388350981	65.4898677983849	5.8413514517169e-16	2.32897798170732e-15
DDX19A	0.382897008488644	5.74416610035624	65.4422257735904	5.98428407738963e-16	2.38473100992871e-15
RPL22L1	0.845726120087235	5.06232123776042	65.4151956933521	6.06692832176356e-16	2.416413923914e-15
ZCCHC24	-1.0520947506727	5.68088209464991	65.3985819024098	6.11829043776237e-16	2.43561106930364e-15
CD320	0.795272996312182	4.93247667650572	65.3526022858085	6.26271731074784e-16	2.49181708400246e-15
HMGCS2	-3.77635684864617	6.42227244645466	65.339127235449	6.30568658462198e-16	2.50761782102297e-15
CLDN12	-0.707135940395244	6.02452289438845	65.2957857236402	6.44590426983306e-16	2.5616224621688e-15
VPS54	0.474962922298979	5.60328302142933	65.2949551118901	6.44862169386233e-16	2.5616224621688e-15
ARL1	-0.468698662417239	7.25688151890775	65.2940851872631	6.4514689623916e-16	2.5616224621688e-15
MTA2	0.41565113802813	6.92988742885662	65.2529678031523	6.5874908216599e-16	2.61362873369979e-15
CD97	0.79291561398345	5.26352068911063	65.2524455749984	6.58923674777412e-16	2.61362873369979e-15
CHRNA9	-4.66056126322716	1.49919209656725	65.2007894995578	6.76424215183841e-16	2.68166325061812e-15
RB1	-0.672389324483404	6.11288484345404	65.1977134419241	6.77480900577582e-16	2.68447012534576e-15
NEAT1	-1.15250554561808	8.86277649250238	65.1588915160117	6.90959789628954e-16	2.73647089524347e-15
OSBPL3	0.926868543251738	4.68389462517155	65.0918588890396	7.14867974807542e-16	2.82970104783715e-15
NETO2	1.1490136166094	4.39507402176541	65.0368093927815	7.35119858178337e-16	2.90836988084019e-15
PDCD6IP	-0.402991445750994	7.80958662875064	65.0163006034788	7.42810625498866e-16	2.93728762491822e-15
DHCR7	0.97676443218109	6.61129258038011	64.9774797279368	7.5758947972127e-16	2.99418963263555e-15
LOC401397	0.58044846620224	5.46680918396203	64.972923531068	7.59343170675721e-16	2.99958084711769e-15
EPHB2	0.965195890858833	3.70914198703348	64.9567646952584	7.65595552529714e-16	3.02272828662886e-15
JAK3	0.897776472993741	4.1767489141423	64.9357122016992	7.73818777779031e-16	3.05362930298348e-15
SEPT8	-0.536724272237056	6.62101091397585	64.9149605969725	7.82010948430778e-16	3.08437617416422e-15
PDHB	-0.479964215268192	6.27852068977721	64.9007932269378	7.87653624903174e-16	3.10504109479239e-15
FKBP1A	0.458864974749331	8.05512546354476	64.8716695928812	7.99381442085661e-16	3.14966106582267e-15
SYDE2	-0.955749951304077	3.90463215952958	64.8161750266877	8.22214361178862e-16	3.23796847402356e-15
TJP3	-1.08013639774235	5.63496069909891	64.7042689579683	8.70261159471251e-16	3.42542978873679e-15
LSM4	0.668924172225485	6.59607027673846	64.6880174043492	8.77468549023355e-16	3.45203390849812e-15
ZXDB	-0.620347514016129	4.93393654961544	64.6605021490039	8.89807673409069e-16	3.49878921224536e-15
ATP5J2	0.658025505366313	6.64350259807452	64.6571369768329	8.91328638514162e-16	3.5029806982749e-15
MARCO	2.09583400979604	3.3662187266057	64.6362420026994	9.0083097788685e-16	3.53851923405656e-15
TEX264	-0.622817825350933	5.95484973532496	64.5708186595146	9.31243769256119e-16	3.65611717465725e-15
RTF1	-0.362571939701744	6.80072762700904	64.5513368348401	9.40497059322787e-16	3.69056414868814e-15
HBS1L	0.49682233786521	6.28487598160911	64.5231924471825	9.54027481087342e-16	3.74175118537516e-15
HIATL1	0.359153793992614	6.47572671078848	64.4278693200058	1.00131751810164e-15	3.92522585125485e-15
PLD1	0.911197407539643	4.57070805771136	64.3327214361074	1.05085928149906e-15	4.11733618741032e-15
ZNF629	-0.519137004379014	6.04713323856401	64.2910459498475	1.07332421459245e-15	4.20321624015629e-15
PLAGL1	1.13174875368828	4.38182594044512	64.2542019780236	1.093584560982e-15	4.28038003812933e-15
MYLIP	-0.686733965472369	5.83086679259083	64.2107378531674	1.11797776741845e-15	4.37363355251759e-15
SETD8	0.423603545579976	5.62917218330248	64.1828285105772	1.13392746046524e-15	4.43377730732446e-15
PDIA4	0.670213460633609	8.19018616049161	64.161755895731	1.14612074180513e-15	4.47917948789731e-15
NAV3	-1.78352716290463	3.68060646017241	64.1454085240912	1.15567012716683e-15	4.51420817303778e-15
SAE1	0.458966290760405	6.86169961801042	64.0610709583862	1.20621565039556e-15	4.70925674056561e-15
IL2RG	1.32280552409143	5.11469640311296	64.0564868971339	1.20902550692219e-15	4.71783445402631e-15
NPLOC4	0.433564462728962	7.09785827565022	64.0498937342742	1.21307835326286e-15	4.73125138894162e-15
MIPOL1	-0.524548112545801	6.07569038839915	64.0193954150502	1.23200337633763e-15	4.80262987059415e-15
TNRC6C	-0.632809597653913	5.50725867478398	63.9776892649714	1.25836221991093e-15	4.90290016755781e-15
MLF2	0.578386091472797	7.78047074184051	63.9250315568901	1.29244999076513e-15	5.03316766762807e-15
ERGIC2	0.480314516008467	5.72752960256936	63.8826073394054	1.3205839479216e-15	5.14012933015592e-15
FAM127C	0.800386221256594	4.63282750066036	63.8603502761889	1.3355880964161e-15	5.19590336245959e-15
S100A10	0.822660129266895	7.80114664515297	63.6691311746898	1.4717276222581e-15	5.72264190089145e-15
PEX19	-0.527937915326256	7.05842558950442	63.6568530475226	1.48092907258783e-15	5.7555138464683e-15
TLE1	0.847165590900251	5.67572986529894	63.6473948382742	1.48805645164547e-15	5.78029597437866e-15
GPRC5A	-1.50595115520151	7.50595801967182	63.6216842438433	1.50760498261416e-15	5.85327824566135e-15
TMEM106B	-0.548901461692005	6.61069513281119	63.6038216401777	1.52133750867535e-15	5.90361768109451e-15
TMEM48	0.711842818177851	4.91479404934681	63.5802196871605	1.53967447393941e-15	5.97176512587379e-15
C6orf145	0.847843914949651	5.29261229566971	63.487760305118	1.61366349340552e-15	6.25558672493911e-15
NOP56	0.490268321089631	6.97689785338536	63.4244162005079	1.66639666240264e-15	6.45676291083944e-15
WBP1	-0.523983508003749	6.11375939450857	63.3836956396995	1.70120291210723e-15	6.58831047299476e-15
TARDBP	0.20509005643433	7.60966251526868	63.3628419365761	1.71930846375233e-15	6.65508087603278e-15
C9orf150	-1.40630375722183	5.7674460836649	63.3420296335329	1.73757027849007e-15	6.72238873070103e-15
DIO1	-2.84099999944145	3.75787981971002	63.2929690250085	1.78139024857952e-15	6.88845983114703e-15
CMYA5	-1.48979724602669	5.44947254633965	63.2369026640736	1.8328229471469e-15	7.08378708337551e-15
KIAA1598	-0.617900284723011	6.59614826412731	63.0603353577333	2.00470702200501e-15	7.74422446684224e-15
DKK1	2.16550515535131	2.94833045177868	63.0525390261834	2.01265770750599e-15	7.7710389619301e-15
WIPI2	0.341860301247712	6.57470499071695	63.047165367409	2.01815611347983e-15	7.78836286600561e-15
SF3B5	0.510463475589293	6.07136222964631	62.9303818075705	2.14143409251033e-15	8.25997048007867e-15
SH3BP4	-0.789007840159493	7.22087816529035	62.9287575719165	2.14320073757416e-15	8.26264520710238e-15
ADAM6	1.71872692471432	11.9440758378656	62.8239221141241	2.26036691341045e-15	8.70999242559913e-15
ALDH3B2	-1.81484204709332	6.75077562385223	62.7675228624971	2.32602910191487e-15	8.95852829196727e-15
TM4SF1	1.11939740780595	8.7038970378696	62.7510516426929	2.34556313970806e-15	9.02924530630619e-15
LOC388692	-1.24417679417558	4.69973906049677	62.6996500684006	2.40758437379944e-15	9.26336436475857e-15
TAT	-2.99889046009017	5.96513302072216	62.6418496186865	2.47928848030628e-15	9.53448651842061e-15
RCOR3	-0.597114424160455	6.17737168504354	62.6003409310503	2.53209635922071e-15	9.73270587600611e-15
SOSTDC1	2.02442040358257	3.73679402499157	62.5933048337965	2.54115866274692e-15	9.76266494235955e-15
KIF1B	0.538672389865854	6.65855194315292	62.5564839015394	2.58911493893081e-15	9.941943099665e-15
NAT10	0.527376852624007	6.57461498140794	62.5166391971758	2.64202999901157e-15	1.01400742584198e-14
ACTB	0.53046443680347	12.4241242628161	62.4661204681358	2.71067890723868e-15	1.03983641787895e-14
C16orf72	-0.417364872940866	6.28749430038981	62.4552321840763	2.72570697652756e-15	1.04508057830108e-14
SETD7	-0.631388935874284	7.2162006188062	62.4412658767998	2.74510544565101e-15	1.05199436665342e-14
CBLN2	-3.92136680506188	4.14118536915342	62.3642369948412	2.85460294764845e-15	1.09341234298236e-14
FH	0.531887760136923	6.82095389402773	62.3175146458437	2.92313745611398e-15	1.11910667700753e-14
KIAA0090	0.423005878752289	6.29825225662148	62.3012662836218	2.94735510148634e-15	1.12781744166716e-14
FOXRED2	0.66967186483942	5.83466517253198	62.2739411081162	2.98853586696426e-15	1.14300733431484e-14
IRX1	1.8268648794574	4.14376464533655	62.235319716455	3.04772444336405e-15	1.16506606203872e-14
ZNRF1	0.561346254892315	4.90762799809731	62.1933431133716	3.1133858159102e-15	1.18957604946365e-14
EHMT2	0.451152007370365	6.5919810256992	62.1809130099941	3.13309969083222e-15	1.19651460911296e-14
TMEM101	-0.999404417276246	5.59542683606491	62.1751022344739	3.14235824385201e-15	1.19945543477524e-14
SNRPD3	0.490999568254414	6.72560668340703	62.1317702052888	3.21226966077137e-15	1.22553340526654e-14
PLOD2	0.871290533232746	6.56109106364173	62.0472620758305	3.3531225203539e-15	1.27863745835585e-14
PRR15L	-1.12721532882021	5.50554948574302	62.0413898770182	3.36313647776144e-15	1.28182117536066e-14
TAB3	-0.524896829671023	5.72138902765463	62.0164440505935	3.40601162189729e-15	1.29752021162727e-14
TRIB2	0.819620641693571	6.11899113390763	62.0135521890912	3.4110171913071e-15	1.29878443896505e-14
PTPN13	-1.07738486984368	6.00755655006108	61.9669374029923	3.49272651529227e-15	1.32923882556773e-14
TM9SF1	-0.46407716810972	6.63966839013606	61.9628390305278	3.50000337868217e-15	1.33135009943054e-14
WHSC1	0.554147491572504	6.64813537436551	61.9497384677667	3.52336596725532e-15	1.33934905960967e-14
TOMM34	0.550824290351385	5.80055705062869	61.9490984995732	3.52451122843121e-15	1.33934905960967e-14
ITPK1	-0.688986899221997	6.55107095493658	61.9356025515182	3.54874996393534e-15	1.34789471989828e-14
HGD	-2.21644907994208	3.21718208311065	61.9124714477555	3.59068195739612e-15	1.36314893441779e-14
PHB2	0.505987101353108	7.66741821927845	61.8897002309587	3.63244571743046e-15	1.37832427690967e-14
TIFA	0.688891820595236	4.90385087534009	61.8793659278239	3.65155943156643e-15	1.38489438737093e-14
MAP2K3	0.558954370478075	5.69856499870652	61.8150064960567	3.77288038271663e-15	1.43020216969647e-14
COX5A	0.549166336712076	6.48048184506635	61.8043467755978	3.79336026384049e-15	1.43725790705255e-14
EIF4E3	-0.773725002107897	5.70024986774569	61.794207875142	3.81294271910846e-15	1.44338971758548e-14
ARPP19	-0.481139849769846	7.82753379377278	61.7940267188026	3.81329352587201e-15	1.44338971758548e-14
FZD7	0.969323742552362	6.40193532504956	61.7888998349117	3.82323506590908e-15	1.44644161043902e-14
YWHAZ	0.604809028667253	10.4860182670522	61.7815708212082	3.83749180215134e-15	1.45112226840683e-14
C5orf24	-0.449144699727711	6.18961262152053	61.7726775870069	3.85486277919612e-15	1.45697538227938e-14
WIPF2	-0.59457812271973	6.31391079558115	61.7572835556069	3.88511778694145e-15	1.46768998241719e-14
MED20	0.50486274484484	5.0847758566	61.7378468466934	3.92365774384216e-15	1.48152236242476e-14
NTN4	-1.50525410518014	7.4713824461049	61.7367623512808	3.92581936011378e-15	1.48161192419196e-14
ITPR3	0.714922040928836	6.87352237048354	61.7215791834275	3.9562078554439e-15	1.49234905825883e-14
LAMA2	-1.38908122202959	5.79192363996228	61.6771868467472	4.04641399179701e-15	1.52562886008057e-14
POU2AF1	1.28699495945187	3.67529251882446	61.6542307323452	4.09386555462842e-15	1.54276411674421e-14
SPCS1	-0.435394643780091	6.85858230001749	61.5891665384073	4.23140372194905e-15	1.59381493421163e-14
SH3BP2	0.497825751177908	5.94071704159457	61.583541288494	4.24350978568632e-15	1.59759324400973e-14
TIMP3	-1.06324252633691	9.95364674360123	61.5014154697337	4.42424985035738e-15	1.66482402726791e-14
ZMAT1	-1.06165557925226	4.65604294635784	61.415155122197	4.62238829404687e-15	1.73853285177659e-14
CILP	-1.69844431205239	7.49644994508523	61.4018988754277	4.6536149097521e-15	1.74942290967683e-14
FAM3C	0.455762527170367	6.42650594797509	61.3522989752813	4.77233699094293e-15	1.7931782573582e-14
SOX9	1.01610557576892	7.22858241685664	61.3205427187654	4.84993495198623e-15	1.8214463022118e-14
POLDIP3	0.439918869769748	6.89199153113912	61.1249407769316	5.3565245283058e-15	2.01072073834356e-14
ADCY7	0.746813667420119	5.1246194747111	61.0449807995326	5.57855612079354e-15	2.09304598313789e-14
PPP1R8	0.313322927778096	5.9015584054084	61.0426677892029	5.58511408094865e-15	2.09448579197387e-14
SLC35E2	-0.600311491964082	7.0356494586618	61.0354074628777	5.60574905864053e-15	2.1012006817173e-14
HMGB1	0.442378669083363	9.2555621739062	61.0090238148817	5.68137981015783e-15	2.12851304907081e-14
EDNRA	-0.879753259448536	5.29001883873442	60.9847542423512	5.75185154208824e-15	2.15386697580435e-14
OLFML3	-1.01076473755528	6.20203928030577	60.9833967495725	5.75581903029321e-15	2.15430484755603e-14
ZNF264	-0.461603803408079	5.94317004637898	60.9611531724011	5.82122080425084e-15	2.17772492574962e-14
PUF60	0.606281655776638	7.46106132706808	60.9391721084124	5.8865810909146e-15	2.2011067420569e-14
SNX1	-0.610463715798192	7.39216117671567	60.8929869141896	6.0263138539024e-15	2.25226166801915e-14
TRIM27	0.340218469073604	6.44876379805475	60.8652746822946	6.11174488647178e-15	2.28308218733363e-14
MAP2K4	-0.654396454862107	5.7604874693115	60.8596421032707	6.12925656777324e-15	2.28851340035335e-14
MCTP2	1.16757008265286	3.20124869444804	60.8292024382423	6.22476582298295e-15	2.32304760403033e-14
AHCTF1	0.479519599190429	7.12354452190745	60.8089846168413	6.28902394145783e-15	2.34589124638003e-14
RBM5	-0.49997371513386	6.65554161696365	60.734580646508	6.53126968283568e-15	2.43507241104852e-14
UGP2	0.625844999748369	7.37724323253352	60.6120742963464	6.95063671426103e-15	2.59017192948188e-14
VANGL2	1.11537027674198	6.06116648618676	60.5905418258028	7.02708332809515e-15	2.61739305965189e-14
GAK	-0.473242526713929	6.46232861625438	60.5526315236015	7.16372609022174e-15	2.66699841240896e-14
ACAD9	0.380007060749154	5.70672332545209	60.5442983808132	7.19411642870929e-15	2.67701799829061e-14
C10orf57	-0.611828301498634	6.41122847612334	60.5163061967816	7.29714933680654e-15	2.71404602628375e-14
TAF2	0.584188804553069	5.95730576411507	60.5015516503739	7.35205033557712e-15	2.73314512475173e-14
GPM6A	-3.2461285336106	3.27512141991967	60.4454160157579	7.56473235824835e-15	2.81085301284527e-14
LOC96610	1.6728674532119	10.5832587660052	60.4096111023778	7.70359118144712e-15	2.86106842768748e-14
CTNNBIP1	0.546972215246538	5.75819250388356	60.4002593916917	7.74027717599337e-15	2.87330732777112e-14
SERPINA5	-2.05402691131906	6.00296293142768	60.3840043098781	7.80446098318375e-15	2.89573711371237e-14
SLAMF7	1.19027742303389	4.4906988528598	60.296439700577	8.15948551745916e-15	3.02600573212515e-14
TAF9	-0.377980418597153	6.09077616263377	60.2388028198307	8.40194343678399e-15	3.11442284640346e-14
TINF2	-0.349904317502346	5.98997620152392	60.2020011331206	8.56051239101135e-15	3.17167396046181e-14
STK31	-2.03817464775108	3.60289684259879	60.1839864022836	8.63922129560516e-15	3.19929604400501e-14
GRIK3	-2.09761795380242	4.86374873637371	60.17352656002	8.68525364855859e-15	3.21479653078137e-14
SESN1	-0.791303236000223	5.27896800154092	60.1656334454195	8.72015256868491e-15	3.22616312476238e-14
SUN2	0.640329745067347	7.61439026899852	60.1622183570615	8.73529562253859e-15	3.22960505151787e-14
HIP1	-0.576817809644218	6.4774239970945	60.1616438658686	8.73784559333903e-15	3.22960505151787e-14
POLD3	0.523875831173016	5.01043973902044	60.1592780551782	8.74835447235757e-15	3.23193767191367e-14
ECE1	-0.606960029641618	8.20606429413025	60.1291251285535	8.88340599128506e-15	3.28025624589466e-14
SAP30L	-0.517452296447401	5.91176582664738	60.1188861628033	8.92973795975816e-15	3.29578391908811e-14
TBC1D9B	-0.40214014586064	7.58764889943309	60.0414932559785	9.28785597303029e-15	3.42631543537902e-14
TMEM183A	0.450554542100513	7.06320383482394	59.9591385463478	9.68472793098233e-15	3.57101151056671e-14
CMPK2	1.14838676276822	4.23305084507978	59.9451058779232	9.7540243898944e-15	3.59484125312575e-14
CTNNA1	-0.403484730778595	9.06062470031073	59.9383796109355	9.78741586784169e-15	3.60542175916331e-14
GRIA2	-3.70039889520378	4.46792301559572	59.8883726624464	1.0039279753424e-14	3.69643303785803e-14
TMEM147	0.587501555074561	6.38908634679055	59.8618836564336	1.01753104435063e-14	3.74472825547584e-14
HSPE1	0.585679560607098	6.97438435385008	59.8467835129861	1.02536788486927e-14	3.77176652919659e-14
SFRS4	0.369879207882153	6.63473925241747	59.8104186079071	1.04448967895785e-14	3.84027031437273e-14
TRAF5	-0.763332229020618	5.43975929829253	59.7913113588199	1.05467942519779e-14	3.87588395923523e-14
FAM20C	0.772539175106227	5.84059435578863	59.7404871915776	1.08227030592715e-14	3.97538124300244e-14
EXOC2	-0.974073033020651	6.43961968012366	59.6758781889949	1.11838954354813e-14	4.10609494314595e-14
FAM83B	1.43802581620743	3.03452559809439	59.6314772045241	1.14390843204447e-14	4.19778408880379e-14
ACOX3	-0.655063807895405	5.24127401014866	59.6263802843419	1.14687484875283e-14	4.20666482160459e-14
POLH	0.502700525836455	5.68040940534991	59.5910040936193	1.16767704295042e-14	4.28092645413109e-14
RARRES3	-1.34304562366962	6.9322707847931	59.5880886788645	1.16940813366133e-14	4.28523237556335e-14
CHMP4C	0.834275081061667	5.19602039327196	59.587068884299	1.17001426476021e-14	4.2854138079871e-14
AP2B1	-0.578328083410453	8.82685403724796	59.5685705007363	1.18106379911104e-14	4.32382795499569e-14
ATG3	0.341413870062387	5.72401070218123	59.5620652160536	1.18497432719771e-14	4.33608238835323e-14
EHMT1	-0.39779023396992	6.27618877348501	59.5213780597477	1.20972824137514e-14	4.42455949185141e-14
KIAA0494	-0.42052712372763	7.69420838225324	59.5096228561909	1.21697592292818e-14	4.44895424056224e-14
DIXDC1	-0.82375823485186	5.62357531478252	59.4679704459697	1.24300823066508e-14	4.54196505357878e-14
TMEM139	1.44919966500261	4.16418741336535	59.3927919407105	1.29141238529831e-14	4.71598019100993e-14
UBTD2	-0.411980783831337	5.8822949770915	59.3921154920081	1.29185637392388e-14	4.71598019100993e-14
KCNS3	-1.05616365040733	5.1444769601545	59.2654887849451	1.37771658224929e-14	5.02703315959112e-14
AGL	-1.04093408533457	6.41651904199987	59.2609208905313	1.38091836774517e-14	5.03443817263026e-14
C10orf116	-1.63131943235935	6.78069004245787	59.2607278672533	1.38105382784714e-14	5.03443817263026e-14
GAD1	-2.83773337384879	2.03700658757166	59.2509967695519	1.38790018684257e-14	5.05700120137289e-14
SSX2IP	0.655582203125386	5.35421303786966	59.200173404324	1.42421288323001e-14	5.18685666413805e-14
UQCC	-0.453121973620785	5.51005640687907	59.1935298779384	1.42902932844711e-14	5.20193702114152e-14
GLCE	-0.775844127214352	6.10359332387626	59.1842929825384	1.43575301567003e-14	5.22394256504896e-14
LBP	2.2428763324485	3.79144833498253	59.1520426263736	1.45947773033368e-14	5.30775580814311e-14
FAM96B	0.612503575728109	5.11318468660057	59.1281397330788	1.47731443365444e-14	5.37008679164568e-14
VPS37C	-0.537840731894443	5.79976476258322	59.1151973994531	1.48706304799461e-14	5.4029723485184e-14
ARHGEF3	-0.660341698577203	5.92047824067631	59.0836199974117	1.511119192352e-14	5.4877861612821e-14
CNST	-0.454933668753479	5.68293088505857	59.0498008044062	1.53731513747735e-14	5.58028724348802e-14
RUVBL1	0.533630333996528	6.09478138498145	58.987992539756	1.58637071348641e-14	5.75564002032606e-14
AKR7A2	-0.557527409707094	5.93634850697801	58.9680673335475	1.60251627452027e-14	5.81148035682127e-14
IL8	1.68551942045974	2.97581369585346	58.8873685289883	1.66960607145107e-14	6.05192897556581e-14
STOM	-0.785004940083062	8.42522888571521	58.8761389551119	1.67916200667095e-14	6.08370272440455e-14
PRICKLE4	0.505026271739804	5.21375226885395	58.7855758725983	1.75825512516088e-14	6.36726538504875e-14
SIN3A	-0.378956512905573	6.95515031151912	58.7637097943445	1.77790395419214e-14	6.43539376743078e-14
CRMP1	1.11869486183005	3.45837926117726	58.7537807468008	1.78689856639379e-14	6.46491168358356e-14
PFKL	0.501099003912063	7.40690837900916	58.7123698473332	1.82490578897868e-14	6.59931877376554e-14
SMEK2	0.375074690641996	7.21276270912712	58.6813852900537	1.85387170983698e-14	6.70091938687086e-14
PHF20	-0.411362668977481	6.5044580709926	58.6638421588697	1.87047540343314e-14	6.75776167575398e-14
DNTTIP2	0.422850046026514	6.4810891843903	58.6619336485118	1.8722906625648e-14	6.7598802801896e-14
HSPB8	-1.64463679942014	5.69386476414379	58.6613797245306	1.87281785136309e-14	6.7598802801896e-14
MRAS	1.06229841034477	6.00952991752487	58.6563742784452	1.87758844913088e-14	6.77097739144985e-14
CCR1	1.07148597906983	4.09369434733486	58.6563085039621	1.87765121843687e-14	6.77097739144985e-14
SDR16C5	-2.24379118919742	4.04541493832238	58.6045263088221	1.92772474845869e-14	6.94829252733308e-14
BNIP3L	-0.684320878761454	7.40205134564744	58.588350208356	1.9436393078704e-14	7.00237671094723e-14
GPER	-1.7532019872021	2.99840514464711	58.5585607424267	1.97329187282491e-14	7.10588125766089e-14
SFRS7	0.307105153209252	6.95777883299817	58.5301995374501	2.00194323563689e-14	7.2056853535149e-14
NPAS2	1.05432795859347	4.77304371294199	58.5207540763009	2.01157742892796e-14	7.23697879687681e-14
MTMR10	-0.591255035954722	5.43719643844604	58.4992386273818	2.03369631919454e-14	7.31313776808909e-14
ZNF281	-0.787083231778411	5.30722944953759	58.4977315551615	2.03525474881435e-14	7.31532507522019e-14
SLC35B2	0.560716404925747	6.4136078774	58.467098610721	2.06719184852223e-14	7.42664957618882e-14
THRB	-1.03739441436278	5.22786298019769	58.4604341895242	2.07420613898638e-14	7.44837363062321e-14
VBP1	0.419361267263895	5.81033490794874	58.3835353083151	2.15688544551016e-14	7.74166016083111e-14
PDGFD	-1.14534020920139	5.25662553303113	58.3536082680322	2.1899463075022e-14	7.85666198576862e-14
CCNB1IP1	0.640785318344613	5.20696061705048	58.2790074464401	2.2745831347512e-14	8.15650468302259e-14
RPS27A	0.538873588774912	9.71426146178799	58.2652450590439	2.2905508529215e-14	8.20993995188205e-14
TRPA1	-2.65670387681636	3.36199731760336	58.2615522003032	2.29485451989069e-14	8.22153790071586e-14
CTTNBP2NL	0.443284383075433	5.61898789131185	58.243236849172	2.31631914189935e-14	8.29457724348052e-14
UGT2B11	-5.11237862180044	5.91785222475465	58.2383673701025	2.32205963920727e-14	8.31126785785995e-14
YIPF4	0.408555091496262	5.35038882822801	58.2151400415869	2.34963820322583e-14	8.40607087668944e-14
SSC5D	-1.14150648530788	5.001604939978	58.2064564768923	2.36003243628073e-14	8.43933568366249e-14
SORCS1	-2.54917937681021	3.35183041533891	58.2000352460786	2.36774823134971e-14	8.46299611567383e-14
TNPO3	0.412204646394493	6.19202764726301	58.1674332776701	2.4073141002143e-14	8.60042285733173e-14
RALGAPB	-0.56642169304267	7.21913334827154	58.1624018410867	2.41347891823137e-14	8.61844814075294e-14
RAMP3	-1.44774814464024	4.98800622031478	58.0870444247994	2.50772405610152e-14	8.95084260914491e-14
RPS27L	-0.642975301202195	5.98938763118336	58.0434706723943	2.56389028555607e-14	9.14707660263957e-14
SERINC3	-0.510626361454844	7.22941317436874	57.9576896331892	2.67816593867987e-14	9.55034718012797e-14
VTN	-2.30757976933927	0.623115270726976	57.9443704197602	2.69636096191935e-14	9.607301790696e-14
KIAA1324L	-1.07239412367707	4.48919598231364	57.9441718027628	2.69663322115782e-14	9.607301790696e-14
ITPRIPL2	-0.771752521657937	7.05329957457496	57.8878523344003	2.7749548872381e-14	9.88176580797692e-14
PIGT	-0.645924237885054	7.86095233348774	57.7970591650763	2.90603862582525e-14	1.03437777994584e-13
GSTM5	-2.22613166754069	4.05002325585147	57.7821157866755	2.92819943594268e-14	1.0417840784345e-13
CLIC4	0.555655499461759	8.31685058938265	57.7775805868399	2.93495845663241e-14	1.04370647379274e-13
ZEB1	-0.891400464060266	5.47470303105391	57.7575569628785	2.96498770098299e-14	1.05389844459225e-13
PATZ1	-0.574583450911961	6.50078337884782	57.6061283508774	3.20226319137497e-14	1.13771224321162e-13
EDEM3	-0.627046991666141	6.81954973010616	57.5797617657039	3.24547808498223e-14	1.15253393802021e-13
USP47	-0.388569478927316	6.88785682679601	57.5690896660519	3.26313512780786e-14	1.15827004836296e-13
SLC38A1	-0.919519129645849	8.84738167808875	57.566844586455	3.26686184259836e-14	1.15905849429331e-13
SNRPF	0.594819013645168	5.70891502974288	57.5268314527752	3.33400044520204e-14	1.18233392112439e-13
BCAT1	1.12488852417364	4.95326936788337	57.4671210139139	3.436765339244e-14	1.21821622223018e-13
HSPB1	-1.22450801482971	8.78848224661931	57.3660074931033	3.61806629345191e-14	1.28189104432979e-13
CTSF	-0.789476139771572	6.67170043338072	57.3423521470074	3.66184445833082e-14	1.29680499009609e-13
CSNK1G1	-0.469347731837503	5.5538916953746	57.3095590766219	3.72341152162431e-14	1.31777237266232e-13
IL20RA	-1.61364284597583	4.72447672387347	57.3089978296681	3.7244741952373e-14	1.31777237266232e-13
SYT13	-2.52344029029231	6.08700458145498	57.2746410590258	3.79010702117643e-14	1.33981408961432e-13
DZIP3	-0.608630313562413	4.9440492946432	57.2745657790989	3.79025209401218e-14	1.33981408961432e-13
LCLAT1	0.442620011680092	5.16967356032839	57.27169003083	3.79579814445464e-14	1.34115878449547e-13
KLF11	0.637954455464113	5.25059195036767	57.2647986138822	3.80912171518113e-14	1.345248994733e-13
FOXK1	0.538958983806092	6.15438435825701	57.2310130133803	3.87512149054513e-14	1.36793032350788e-13
LRP1B	-2.81999833451222	3.40607633998441	57.1768228155558	3.98337917395811e-14	1.40550120349695e-13
FCRLB	-2.15806182908096	2.48866494031666	57.1698169233308	3.99759422347001e-14	1.40987072498835e-13
TTC14	-0.714909030189692	5.47487172601345	57.1474730805042	4.04327013804655e-14	1.42532677622804e-13
IRX5	-0.861411415960865	5.73056682573928	57.1143178930934	4.11201098216023e-14	1.44889576895431e-13
SRRM2	-0.454259603230565	9.45196023421202	57.1078974781232	4.12545699756048e-14	1.45296859214173e-13
IPO5	0.528672574447293	7.74054766476948	57.0868514551318	4.16984205456211e-14	1.4679293085539e-13
