logFC	logCPM	LR	PValue	FDR
TMEM184B	-0.0433723656934947	6.58065739026969	0.515735150655246	0.472666637182293	0.512977225777625
ZHX2	-0.0574883602115045	6.08820463467814	0.513521702082471	0.473618299410949	0.513928424249825
MINK1	-0.0406401468831097	6.44909949747971	0.513386349883945	0.473676594165055	0.513928424249825
SAPS2	-0.0482855521630556	5.7966649693745	0.510419713995589	0.47495722154041	0.515245265413501
ING1	0.0685986003177472	4.68889641720602	0.510227503613748	0.475040388096199	0.515262883622519
SFRS14	0.0480143485175752	6.26622843637598	0.507585678132671	0.476185869418327	0.516432597359022
STAB1	0.0783183835429765	5.67385373025188	0.506804090133471	0.476525623429108	0.516728278138127
CD99	-0.0706948950495725	7.57456373479646	0.505239713195692	0.477206840838301	0.517394094861861
FIBP	-0.0432692925710948	5.93222271957147	0.502976926029078	0.478194999082014	0.518392466619604
NAA20	-0.0490386735054411	6.37427639528872	0.502371389076131	0.478460003527371	0.518606724927105
OAZ1	-0.0379659451257361	8.71056592945243	0.501435688998356	0.4788699712832	0.518978027718097
NDUFA7	-0.0656989611597273	5.1219733458342	0.499513370935176	0.479714020833605	0.519819598367054
MYO1B	-0.0633110453723686	7.00210613088643	0.498403819251166	0.48020231098108	0.520275484413641
FAM96A	0.0475145735914546	5.34949229824473	0.498142634672718	0.480317371192845	0.520326922866711
SLC38A10	0.0473574363571824	6.91058187776879	0.495723124085146	0.481385396583503	0.521410547031006
TMX2	0.0383503948229718	6.87474959606183	0.494101524994335	0.482103390531246	0.52204563344351
NDRG3	-0.0375754991407133	6.17902743472122	0.49409260340866	0.482107345601163	0.52204563344351
ACP2	-0.0483491008258434	5.97371214288381	0.492519691292614	0.482805475737316	0.522728077302994
KLC2	-0.0607485754131541	5.26425407971452	0.491977392061699	0.48304655865885	0.522877750099677
ARFRP1	-0.0479860535834795	5.04781362573828	0.491903220552501	0.483079547533316	0.522877750099677
PPP1R12C	0.0475463606613213	5.49562868246779	0.491319586624797	0.483339256885504	0.523085316103669
ZNF544	0.0506481419677299	5.45394332034124	0.490306187277326	0.483790753111813	0.523500352523943
DES	-0.255658592669909	4.47166290351875	0.487497830210089	0.485045593207807	0.524784432561398
MYLK	0.116227857134338	7.9139969263995	0.485749297913799	0.485829597496099	0.525558812859697
NNMT	-0.0814324673240166	6.66222640865948	0.484537572266447	0.486374140078895	0.526073968034197
SPEN	0.0432073217723767	6.96554913171814	0.481802969867658	0.487606778416848	0.527333134854799
RPL10	-0.0477573740082462	10.8013747838412	0.479206327445354	0.488782037759138	0.528529902908371
GAA	0.0576068738583661	7.24798784788831	0.478816626739615	0.488958825558751	0.528646818982843
EIF1AX	0.0357141488176869	7.66678219259969	0.476089021295365	0.490199190365526	0.529913446591433
MACC1	-0.0858418743433654	5.30480768516673	0.473661284868456	0.491307610845843	0.530989618314817
UVRAG	-0.0569308554328488	5.68071153219766	0.473606557020389	0.491332645911775	0.530989618314817
DAG1	-0.0423107239305714	7.931134251218	0.472227320915067	0.491964277440571	0.531597610107362
IPO7	0.0450243343715562	7.98585950150699	0.47177028050254	0.492173882133326	0.531749469343878
ATP6V0E2	-0.0747214392900198	6.19423404231768	0.469293728366949	0.493312266051183	0.532904607314166
RNF7	0.0388696823886405	6.15501387372609	0.463038878153782	0.496207163571284	0.535956643144685
RNF115	0.0399541444793637	5.24940911760351	0.459925940389553	0.497658587062073	0.537395745523085
PPFIA1	-0.062440593259365	6.6022864161479	0.459881978844805	0.497679135677308	0.537395745523085
SPPL2B	-0.0418830744883312	5.52926694839323	0.458693265211025	0.498235311395462	0.537920861370588
MAEA	0.0316045272847902	5.83476198432064	0.458418362083819	0.498364082826221	0.537984446674015
DNAJC13	-0.0368053352401101	6.48124226850945	0.457536952737314	0.498777336816823	0.538355070258338
YTHDF3	0.0431034209612993	6.95077491738481	0.453907775836285	0.50048503202843	0.540064533412612
PDZD11	-0.0455290580068769	5.54496903549931	0.453873046416049	0.500501421729963	0.540064533412612
CDC27	0.0343171102589581	6.50008607557993	0.450685286430087	0.502009702310755	0.541616129216719
WIPI1	-0.0589548842767729	5.67369619139484	0.448299649944545	0.503143531407507	0.54276335271212
COL18A1	-0.0642208197269179	7.93931191526737	0.444718808317418	0.504853636904123	0.544531822712923
MLST8	-0.0476044673004179	5.64203482469481	0.44413503039209	0.505133374931989	0.544757228407534
PLEKHA5	0.0484004602764998	5.48882238453409	0.443417407622292	0.505477613502768	0.545052121338629
MBNL2	0.0647343288811069	6.65934333022201	0.440300054517991	0.506977667378119	0.546593062756496
ARGLU1	0.0627772423551173	6.41763156261158	0.438038582704849	0.508070670321823	0.547694776086211
LGTN	0.047433846229879	6.21695433891138	0.435698892201287	0.509205756096113	0.548841539434967
IREB2	-0.0401915190397144	6.23432171722778	0.43525206257948	0.509423030161763	0.54893509882172
ANKRD46	-0.0588758827227928	5.08398512764471	0.435227131164424	0.509435157953135	0.54893509882172
AIMP1	-0.0307584858124971	6.04451698158745	0.43367261149433	0.510192334398481	0.549674052971439
CD44	0.0654912476122323	9.24843914746289	0.432867822407957	0.510585096302708	0.550020240161544
PEX6	0.0638825610592755	5.5393397856884	0.431928395214584	0.511044228057269	0.550437816425982
ENC1	0.0622176193941006	6.47784317154042	0.427998407348639	0.512972737158785	0.552437698053642
TARS2	-0.0497806857227136	5.59815232061324	0.427475694335783	0.51323019317759	0.552637658360038
YEATS4	-0.053635784124698	4.48261689130493	0.427103138809741	0.513413828111657	0.552758084552041
MLL	-0.0520473725768596	6.86229160582591	0.425751490306766	0.514081024972721	0.553399022827877
GSTK1	0.0475097642647076	7.05724495847011	0.424826718070847	0.514538378940248	0.55381392135621
RAG1AP1	-0.0653242803879771	6.57614394713302	0.42221094479163	0.515835882479411	0.555132857032288
PAF1	-0.0376828880902877	6.47714269346411	0.419841557879124	0.517016114383837	0.556325236148311
SPPL3	0.0295995290209519	6.37063817918411	0.417565300231445	0.518154418921372	0.557472173179939
ILVBL	-0.053138698527115	5.76384791333931	0.417363324418659	0.518255634772962	0.557503162235159
GBE1	-0.0710459635362027	5.4573351308022	0.415481335322568	0.519200425395428	0.558379334473027
NBAS	-0.0408139679683674	6.31359133245973	0.415451996381307	0.519215178009144	0.558379334473027
RARG	0.0423624316938253	5.98686244046364	0.410438384009524	0.521747082794069	0.561023853412226
TM9SF4	0.0319749388622785	7.09850193875821	0.409302615854244	0.522323682362703	0.561565428084129
ARPC3	-0.0398422879661216	7.94835750431174	0.406246842957898	0.523880632988585	0.563160708374632
RPL4	0.0513494314887961	10.7765341140311	0.405519137902388	0.524252620807252	0.563434142814002
CEBPD	-0.0869028885432095	5.46844446572266	0.405462952559219	0.524281361101378	0.563434142814002
PUM2	0.0268497358689239	7.7855581946565	0.404661484099393	0.524691638469518	0.563796360722515
BIRC6	-0.0423524030350111	7.21533364557094	0.404074956150964	0.524992248081783	0.564040652802351
IPO4	-0.0426278151426356	6.52819194318203	0.401507575602579	0.526311707407898	0.565379354727697
TRAPPC1	0.0441166426010576	6.08336814577314	0.400649097906523	0.526754225985142	0.565775779277289
PDPR	0.0639338028243249	5.80693731831263	0.399774552925976	0.527205710075173	0.566181721560714
KIAA1715	-0.0426564312934226	5.48968048738753	0.399080895498571	0.527564302763011	0.566487805714424
KLC1	0.0282373142826982	6.37916471013808	0.398840928740583	0.527688457336137	0.566542104731686
ERCC5	-0.0384551798100968	6.27316842424658	0.398444956238336	0.527893440813598	0.566683156835457
FAM83H	0.0709794850057701	7.28956452343919	0.394995990913685	0.529684917585931	0.568527001323586
GAB2	0.0821976469275912	5.88791207273241	0.392034603196237	0.531231862239596	0.570106970078627
STX5	-0.0296369423920475	5.86477605973973	0.39189489808831	0.531305040955208	0.570106970078627
NBEAL2	-0.0434659588433214	6.04363052030113	0.388925348342411	0.532864825755792	0.571571926171204
GTF3C4	0.0564359589481066	5.13127299937649	0.388915666449634	0.53286992477793	0.571571926171204
LRCH4	-0.0423717117714673	5.40017135020983	0.388871834405165	0.532893010268464	0.571571926171204
NUPR1	-0.0692627260136429	7.02447008374667	0.388266891109595	0.533211806907559	0.571834197155774
CCT2	0.0468781431768388	7.67962878894778	0.386327736905798	0.534236042989746	0.572852826598614
RAB22A	-0.0360307649972355	6.41559270532544	0.382293678309679	0.536378247690211	0.575069785401327
FLII	-0.0375488015282972	7.44444436251368	0.381691075955814	0.536699587842109	0.575334186409969
DHDDS	-0.041404580809313	5.49721212015481	0.380693910360037	0.537232101075662	0.575824856770364
STX16	-0.0432615874072179	6.44268733193362	0.380548547097987	0.537309809369829	0.575827981951325
SCGB3A1	0.204891502792329	3.85240996293023	0.380016759768637	0.537594266941977	0.576052645954945
METTL9	0.0278693234132781	6.92666109805782	0.378907547007998	0.53818847930137	0.576609115243703
FAM21A	-0.0437662690466192	5.64662968551033	0.378646988002401	0.538328236365975	0.576678599106949
PCIF1	-0.0299916766779222	5.74140000658515	0.378319452359392	0.538504012028923	0.576786642822855
HLCS	0.0364236652224011	5.66208760543403	0.377534714435797	0.538925577421719	0.577157882955879
EPB41	0.0437729888316958	6.444762211534	0.377210528463934	0.539099908043478	0.577264282618462
GFPT1	0.0446507748558829	7.6480600725818	0.375301143991692	0.540128775348546	0.578285557142047
APOL2	0.0534279079743847	5.60141624076191	0.374533900329084	0.540543216884748	0.57864880795268
TP53	0.0614575083316622	6.59196768674924	0.373939344218741	0.540864779361219	0.57891254501627
NFX1	-0.0293366767143714	6.21948165174045	0.368907334759683	0.543600467506418	0.581759799740327
SNCG	-0.142686748258111	4.82506136518904	0.365337894346339	0.54555654756302	0.583772044431924
SUSD2	-0.102340181458738	5.49141626291861	0.364750091355234	0.54587991851406	0.584036894474673
METTL7A	-0.0792055797972412	6.76885221563266	0.364305118388756	0.546124950254157	0.584217867445707
AES	-0.0425882387241427	8.49941389110827	0.363759284888317	0.546425801491952	0.584458494816135
SCAND1	-0.0613991511918348	4.93792700077036	0.362646893560509	0.547039880863211	0.585034038445043
PEG10	0.160518933159422	8.05473863375263	0.360690904646162	0.548122774942445	0.586110728372484
STX7	0.0377719321862047	6.14947846958875	0.360275013469504	0.548353539732974	0.586276059214577
SEC22B	0.0463265236131941	7.02873641065951	0.358732501060786	0.549211015957105	0.587043834912563
TNFRSF14	-0.0517023357617689	5.33991019633771	0.358672259241473	0.549244554931972	0.587043834912563
COX6A1	-0.0540634734664149	7.5619613685468	0.358571965398312	0.54930040092351	0.587043834912563
FCGBP	0.126876188831264	6.13226909615921	0.358356641551495	0.549420334203314	0.587090513952993
FXYD3	-0.0907570668634942	7.82026698842293	0.357585723195086	0.549850129882964	0.587468241738681
LOX	-0.0776458519403602	5.90931398154921	0.35717015328288	0.550082075773888	0.587634508309028
ABHD12	0.0508788442081001	6.43005427226642	0.356808710584971	0.550283960093648	0.587768619417452
ZCCHC6	-0.0384961716209203	5.88297112685037	0.356617396717184	0.550390874878455	0.587801268648804
MAPK1IP1L	0.0277800000764873	6.71557838693009	0.355060040720673	0.551262645643833	0.588650639224947
EIF3H	-0.0526561514834052	8.68270649796211	0.352435689895401	0.552737572979272	0.590143749045544
CSTF1	0.0313307283848654	5.39656670735204	0.352073230947553	0.552941864139477	0.590280007211568
TTLL12	-0.0742172316603544	6.79527850123901	0.348557766107092	0.554930681245004	0.592320991945832
CBFA2T2	-0.0333698026278572	5.81656996391111	0.347530139079083	0.555514599300712	0.592862059885803
XRCC5	0.0264118525334234	8.85967222593138	0.347225859910338	0.555687719989426	0.592964623173748
XAB2	-0.034523392088167	5.96570643095334	0.347041145242258	0.555792863895535	0.592994631254396
OTUB1	0.0349087490744237	6.51649546544421	0.346878799191472	0.555885306188693	0.593011081106658
TMEM100	-0.155248505086444	2.70042368334194	0.3465132801241	0.556093544960256	0.593151039435995
MTMR6	-0.0372112844992766	5.65505559810026	0.346033864263461	0.556366895837688	0.59336040047851
IQGAP1	-0.0381360006898665	8.98626003849416	0.345820339040245	0.55648872460422	0.59340812890968
ATM	-0.0479664460518804	6.0988133515277	0.345424430766172	0.556714747683831	0.593566935662348
POLDIP2	0.0390402171385264	7.093966015716	0.342027866419812	0.558661031281744	0.59555957904156
PTPN9	-0.0279683744249646	5.90467192271631	0.341310561064972	0.559073716357394	0.595917007093392
LLGL2	-0.0579581356949633	6.20525253054791	0.340878152426455	0.55932277377997	0.596099949519932
CASP6	0.0468095427754815	5.04275292083951	0.34046861505584	0.559558853260485	0.596269011938059
NFAT5	0.0491746201073084	6.51075879790633	0.338839473185203	0.560499867148166	0.597189105614964
CLPX	0.0311928417831997	5.44566823179895	0.338269209306588	0.560829974839604	0.597458139793844
EIF4G2	0.0275781018285496	10.0961024228917	0.337956380896685	0.56101121949304	0.597568536092545
BSPRY	-0.0721340765430765	5.92395741411257	0.337797627684438	0.561103239913757	0.597583876621389
PPFIBP2	0.0510687957992618	5.57837158788901	0.33722106134411	0.561437686892461	0.597857365336799
GSN	-0.0835998935332667	9.46470910431498	0.336634530864899	0.561778306262257	0.598121508591075
SSNA1	0.0491962455983185	5.48512622049572	0.336526450412805	0.561841115746285	0.598121508591075
PPHLN1	0.0245192720630089	5.79450038073619	0.336308728842653	0.561967682613873	0.59817353635341
FKBP10	-0.066882750165425	7.37406688176687	0.335912712385948	0.562198037073815	0.598336008768496
KIAA0652	0.025706571874624	6.73540856875504	0.333280634713219	0.563733687170733	0.599887444025912
ARHGAP23	-0.0543968916565914	4.958879614083	0.330581185817323	0.565317065057494	0.601489232155562
MBOAT1	0.0644839460257809	6.1216351112743	0.325855486732053	0.568109779518868	0.604377116555999
GPR133	-0.124234459484511	2.41306935980935	0.325471733376673	0.568337740598113	0.604536096278651
JHDM1D	0.0509485143432344	5.65956158557471	0.324953731820585	0.568645731831803	0.604780147723864
KRR1	-0.0301757787005113	5.75774883202563	0.324064082445148	0.569175455706313	0.605198530702021
DHX15	-0.0294880840573765	7.37459152838434	0.324029054482537	0.569196332096809	0.605198530702021
INF2	0.0434363872102118	6.61994665999365	0.318828631248323	0.572312446424667	0.608427716794188
BSG	0.0471897626841544	8.95326943395344	0.317851235017429	0.572901844463775	0.608970219595003
IMPAD1	0.0392155196262056	7.62018236569349	0.31728566710467	0.573243443858946	0.609249209590009
LTF	0.16663467637074	10.2602041284913	0.316551985343381	0.573687181031	0.60961608301406
RRP7B	0.0538379142990859	4.33571174780492	0.316453168598287	0.573746997989333	0.60961608301406
C11orf2	-0.0400621022951748	6.34804586042675	0.313989522476618	0.575242311191259	0.611120540066441
TNS4	-0.118199381674156	5.57853368842582	0.313795825381021	0.575360202465822	0.611161451267159
PPM1K	0.081810833675801	4.19246163107346	0.313191964749478	0.57572804162985	0.611467815217026
TFE3	0.0288933019957257	6.18970929206087	0.312576331882838	0.576103531494045	0.611782219168642
LIG3	0.041479197175738	5.61358984689761	0.309849646686757	0.577772462787993	0.613469892567199
PCNP	0.0248938578594472	7.12972514290539	0.308282920121826	0.578735770415888	0.614407983512399
DNAJC7	-0.0302790488169987	6.63409674978307	0.305805554388598	0.580265543445034	0.615894178505688
FGD5	-0.0740479181452303	5.29110641819717	0.30575689591285	0.580295670980681	0.615894178505688
SHC1	-0.0291023265449819	7.59445334966219	0.304295042789931	0.581202259541308	0.616771357161755
CA8	-0.119079127895543	4.32046953482795	0.302786078777956	0.582141048558587	0.617682460426208
CLINT1	0.0283411463334788	6.65311969480718	0.300642090805184	0.58348016727828	0.619018025062075
NFKB1	-0.0378250638605767	6.39562577312401	0.300227488121152	0.58373984130388	0.619208189335708
LRRC8A	-0.0295316024945364	6.22135549971178	0.298605978460103	0.584757669656353	0.62020241061913
HAS3	0.102311365583871	3.87944018408427	0.297158432090328	0.585669336929353	0.621083777550839
RPS26P11	-0.0641589400803401	4.81346019950966	0.294544854261233	0.587322693178659	0.622751331053918
ITGA5	-0.0490605234141863	7.01500566303489	0.294288613447861	0.587485302469549	0.622837970767427
ERP29	-0.0315992361344532	7.36244716068514	0.293752319596479	0.587825928963711	0.623113290250807
OGT	-0.0406521403702844	7.47208704855726	0.292829735982991	0.588412849412031	0.623649577040642
ADAMTS1	-0.0948682263311278	6.54327076490134	0.291953134222183	0.58897162604562	0.624155891111525
ZFP91	0.0283686959758062	6.95164356500669	0.290357469482899	0.589991546473589	0.625150690379874
GPC6	-0.0846705713256043	4.57040588853714	0.289860929595648	0.59030966363096	0.625401692623471
LIMS2	-0.0747001733537174	4.64597244927668	0.289253528887684	0.590699284017589	0.625728369242078
VPS53	-0.0266665746337636	5.93153632677988	0.288716325270173	0.59104431585928	0.626007729784096
TUFM	-0.035008964562697	7.94437305890281	0.287067109206987	0.59210615489725	0.627046119195863
PLEKHA4	-0.0696190133620134	5.27599574405382	0.285976997982914	0.592810174278899	0.627705340637222
C3orf10	0.0328023721368623	7.61190915625634	0.285246484907816	0.593282922972337	0.628119530248077
ATP5I	-0.0453453537611887	6.11483673999265	0.284947101277396	0.593476892713557	0.62823849814405
MARK3	0.0197164614661254	6.03030240718389	0.28367723535132	0.59430109333674	0.629024486884735
TSR2	0.034351602370003	5.80963531984936	0.28252156819002	0.595053234545473	0.629734000380151
RSF1	0.0500527317070379	5.96427103954498	0.282078802395006	0.595341921980183	0.629952921567541
SLC25A23	-0.0438645538909575	6.22197420585192	0.281943239221789	0.5954303685186	0.629959929534795
LOC100132247	-0.0504186722168968	6.38868052429263	0.280053385835117	0.596666227903587	0.631180721163743
TAX1BP1	-0.0282654789073236	7.7175883932517	0.279395092744551	0.597097968668089	0.631550660911611
CS	-0.032138376202023	7.89377402804634	0.278488263135614	0.597693778699864	0.632094011292617
NFE2L2	-0.0304373470265818	7.15777224782373	0.274867359125892	0.600085237488862	0.634535948829385
SPNS1	0.031780442354763	5.59608224047994	0.273044816917547	0.601296558079081	0.635729497480203
RPTOR	-0.0314496119629968	5.48814275147479	0.270502880105653	0.602994635449898	0.637437278364515
COMMD4	0.0343738760206536	5.57041079130118	0.268688186394456	0.604213108331458	0.638637660769343
SLC11A2	0.0367478307187249	6.63947492177764	0.268382265336982	0.604419032415854	0.638767622590207
KLF6	-0.0589740081961525	8.03665233040173	0.26816136737682	0.604567817629445	0.63883717100317
SLC30A7	-0.0285700498371149	5.85335244346971	0.267607216339513	0.604941406841779	0.639144214529279
VPS24	-0.0226346015309797	7.47038514336679	0.267420929083585	0.605067105302595	0.639189303474847
RBBP8	-0.0537488823939187	6.29470245411107	0.266938323802606	0.605393004432593	0.639445841833795
CYTH3	0.0462173824576447	5.56578253821311	0.262281654419667	0.60855694317786	0.642699575518016
SERPINA3	-0.105563573235012	10.4062905007739	0.261444631762572	0.609129406146796	0.64321592345689
OSBPL1A	0.0457992881965311	6.64769379243733	0.259833261294943	0.610234729643809	0.644294731696063
ARL6IP1	0.0389700330684266	8.83954445351772	0.259320915809838	0.61058707894572	0.644578351954353
CA3	-0.154850347664841	3.33024373946202	0.258718369877784	0.611002022059344	0.644927963783231
PUM1	-0.0218214585440655	7.20180516570833	0.257004726294326	0.612185456118586	0.646088530042082
MYH11	-0.127216221990499	7.8800029355807	0.25467582133922	0.613801762570397	0.647671292390228
ATP1B1	0.0694192187142535	8.11214511513234	0.254601619698349	0.613853412205676	0.647671292390228
CAPNS1	-0.0326733389767513	8.65814236796706	0.25151110680747	0.61601306488245	0.649860864144969
AKAP8L	0.0324457375022439	5.64670223116224	0.251356750091475	0.616121364139622	0.649886064188375
PCDH18	0.0742582391453361	5.257174775001	0.250235062944455	0.616909611038628	0.650528328541384
APOC1	0.0778838620516673	5.87461322255795	0.250216315956607	0.616922803924286	0.650528328541384
AP3D1	-0.0249616079739955	7.38044579647566	0.250129730140486	0.61698374529279	0.650528328541384
TPM1	0.0479311917129753	8.62136014946652	0.249979979694331	0.617089174715683	0.650550397937292
FAM20B	0.0301897807378492	7.07633621948989	0.249151233073292	0.61767335536176	0.65107710335846
ERLIN1	-0.0261776829566469	5.87340291481355	0.247645495145377	0.618737857804119	0.652109892845163
OFD1	0.0364733673676805	5.82171913383372	0.245866682880205	0.620000629019612	0.653351333537092
GOLGA4	-0.0390763696114734	7.59220357428342	0.24569014375993	0.620126263561289	0.653394293575799
SGK1	-0.0723427901609291	6.41944849476369	0.245390677719683	0.620339508021715	0.65352953917066
C4orf43	0.043162592199134	4.84651213753874	0.244458256824146	0.621004507856947	0.654140608289866
RNF169	-0.0371674050492221	5.20380181235621	0.244225644178869	0.621170652446012	0.654226108506409
VCL	0.0365359435076438	7.91095938102127	0.241875040841933	0.622855129441371	0.655910496726729
ARHGEF5	-0.0414199584710144	6.32174859421458	0.240662639344919	0.623727930879398	0.656739789365493
UBE4A	-0.025410616348868	6.61832451628626	0.239603071319436	0.624492944631311	0.657455378191777
ARCN1	0.0237355332893604	8.01180900435633	0.236638745036828	0.626644400707468	0.659630194291332
CCDC97	-0.0252959638812549	5.84940159282428	0.233246076724868	0.629127287892168	0.662153245315352
RFFL	0.0275754845329279	5.49767406970227	0.232086899419187	0.629980723045708	0.662960851111113
MESDC2	0.0236527781264302	6.35685256311569	0.231441095087348	0.63045733095406	0.663326560141649
EMP3	0.0520589300212966	4.98584896871351	0.231382582275103	0.630500554242965	0.663326560141649
FAM21C	-0.0325037372780563	6.20426068953645	0.230323656716678	0.63128394571464	0.664059994269301
KREMEN1	0.0421172672387489	5.23855308210092	0.2297507156037	0.63170873072993	0.66441605435652
DIP2C	-0.0382459710015549	5.73588477662296	0.229515090475672	0.631883614890437	0.664509213364496
MAF	-0.0524544264122815	5.425989275258	0.22935252786209	0.632004335416798	0.664545394478821
C20orf114	-0.15027694936855	5.18541686555182	0.228577009610945	0.632580967592856	0.665060886180172
RAB15	-0.046938366363921	5.409706748524	0.225116409869713	0.635168821454768	0.667690436425486
PRPF19	0.0284075294012994	7.61892565967604	0.224867016433734	0.635356258536053	0.667796291395095
TSPAN17	-0.0311569457473351	5.43325202116223	0.222668259392435	0.637014316362255	0.669447614205979
OLR1	-0.0751139277522115	4.3690676132569	0.222333304990741	0.637267779372798	0.669622578598495
TANC1	-0.0345852032864592	5.91247785429222	0.220709752461801	0.638499653971733	0.670825441584112
ATP5H	0.0398413764535262	7.1745127980939	0.220381041238511	0.638749737340071	0.670958583722577
TRAPPC9	0.0368568146293612	5.95144935947644	0.220314121359877	0.638800677839523	0.670958583722577
FBXO2	0.0848767162669862	4.15635769271938	0.220068272125786	0.638987903365078	0.671063684082354
HBB	-0.144919124960607	5.36917955668588	0.217254312583918	0.64114000548027	0.67323198338688
HEXA	0.027884101778495	6.78541118222861	0.214644025836549	0.643151561114258	0.675252129962999
TM9SF2	-0.0360743817392054	8.2450187169064	0.214075205583413	0.643591878814331	0.675622290017935
HNRNPC	0.0197738912931045	9.43997929484711	0.213446167639063	0.644079638142801	0.676042145066316
DDX41	-0.0254090421361742	6.11649208797158	0.213123897278763	0.644329866209374	0.676212600865046
BRD2	-0.0227385995140023	8.24707234813191	0.212466224303228	0.644841231893125	0.676657032076485
GABPA	-0.0268184754958665	5.7548666806077	0.212080729974787	0.645141414582129	0.676879769810277
ISYNA1	-0.0578253583416991	5.95154870432857	0.211051831136047	0.645944235822798	0.677629741327119
TMEM30A	0.0253142069600714	7.92737169364194	0.207057987047278	0.649083161313669	0.68082987179209
HADH	-0.0451113811998089	6.64749910079696	0.203747744279212	0.65171263030537	0.683494829140586
TAF10	0.0337589872370058	5.51403278585031	0.203501628381161	0.651909155395368	0.683607816315573
CPSF3L	0.0245420920731033	6.28736940174023	0.20284574803577	0.652433579332915	0.684064568607397
RBP7	0.077358841742134	4.31331205800114	0.202627583123387	0.652608244028222	0.684154530334052
DGCR2	-0.0259566155943518	7.21705759433185	0.202043057107517	0.653076778592046	0.684552500800567
MBTD1	0.0343866570492506	5.3587041499939	0.201930757858918	0.653166886812181	0.684553751914917
ITGAM	-0.0625541414255409	4.5694940832308	0.201275238888911	0.653693473003518	0.685012392630201
PARP9	-0.0450146569575254	6.88005495810057	0.201127564159549	0.653812244007554	0.685037004739755
PIP4K2B	-0.0345992230907386	6.95178379906589	0.200991207041511	0.653921959061314	0.685037004739755
TBC1D10B	-0.0269708957642746	6.31208741435182	0.200914259418312	0.653983892042759	0.685037004739755
LPP	-0.0481127076126091	5.32532206159816	0.200006979742625	0.654715212230823	0.685709756354932
RAB6A	0.0297177755345847	7.87848292743361	0.199668357999201	0.654988671139305	0.685902853523056
ENG	0.0374066062630412	7.20993380210343	0.197896908066866	0.656423783360988	0.687312213803379
VGLL3	-0.0661011801794655	4.57322939186291	0.196413131711836	0.657631774651938	0.688483414882413
TRAF7	0.031972841739146	7.03420291656855	0.196171435419387	0.65782906422653	0.688596324334474
SMAD4	-0.0274517342685248	6.61251759649179	0.195720422381669	0.658197601997121	0.688888436347992
AGRN	0.0424163089505139	8.07257366423918	0.194902694648704	0.658867091428899	0.689495410753173
CAPZB	-0.0245570433972166	8.07604752087631	0.19285926709324	0.660547452874631	0.691159940157894
C22orf9	-0.0264262480470954	6.84179117731806	0.192025689644083	0.661235974348109	0.691786352290541
SNX6	-0.0194751544075581	6.67680060643823	0.191430956487125	0.661728303954479	0.692207365780643
RPS15A	-0.0322384184085048	9.59163214022167	0.190923759589225	0.662148890039154	0.692553227063096
TIMP1	0.0512419653684247	8.40639031881433	0.189707390078809	0.66316026583354	0.693516827852815
ADSS	0.029114568424264	6.91900827514682	0.187881127090748	0.664686019016007	0.695018017167491
TRMT112	0.033155231200515	6.8969687792877	0.18711738759032	0.665326698551781	0.695593461725986
TFPI	0.0673148598191871	4.91891798608814	0.186279230241723	0.66603159402062	0.696203560796009
IER3IP1	0.0307796201853391	6.30257959177568	0.186208569004179	0.666091106484401	0.696203560796009
PPP2R1A	-0.0275990739289492	8.39407381120172	0.184505312053375	0.66752969756073	0.697612480184616
SEPT11	-0.0350360264090094	7.3181969631263	0.181959715964354	0.669694472863969	0.699779824454356
CCDC8	0.0727565205920473	4.69963645978935	0.181797305374744	0.669833192937282	0.699829794059457
ZMYM3	-0.0223789657527354	5.88053125599307	0.181047105880793	0.670474914367406	0.700405205660062
RBM25	0.0199098992647176	6.86083147197975	0.180474810510987	0.670965513065316	0.700822613633139
PITX1	0.0870926096207486	4.57369862085756	0.178696536054701	0.672495818016193	0.702325732895642
THUMPD3	0.0226993346907782	5.97759798035219	0.177944476160121	0.673145708709911	0.702909102313523
KLC4	0.0297791715786917	4.86368072789653	0.176517799993746	0.674383026333253	0.704105630558682
MGA	0.0263527747554442	6.06654284626817	0.175072682778307	0.675642349420869	0.705276183324544
ARL4A	-0.0570123457973639	5.04719780852279	0.175021139433966	0.675687378646816	0.705276183324544
MRP63	-0.0282234832256974	5.42409944905607	0.174580620635709	0.676072542278095	0.705582554290234
CCDC6	0.0297273206386669	7.59948720812243	0.174374811330949	0.676252685428814	0.705674901750669
DGCR6L	-0.0334100668041966	5.22963356292547	0.173979156503606	0.676599349776247	0.705940966787821
SBDS	-0.0248454204793955	6.73872466584074	0.173505421574305	0.677015035546899	0.706278964590186
NCRNA00188	0.0413323836130732	8.84512813109139	0.172934756671111	0.677516659194516	0.706706511196122
MYL9	0.0533369639656234	8.26078554060348	0.171230012092849	0.679020962670771	0.708088095542733
NAB2	0.0318573215486168	5.18122789977178	0.171225312983609	0.679025121365372	0.708088095542733
C17orf70	0.0289468504505652	5.46057703022878	0.170991770974638	0.679231889453874	0.70820778939672
PSENEN	-0.0377453157016181	6.34380654197272	0.170529520445655	0.679641634297652	0.708539057881872
GNB2	0.0260948500125068	7.84919082922405	0.165595605577721	0.684056169895114	0.713014593502215
PPP1R15A	0.0420535165378377	6.11807188554331	0.165525040300963	0.684119860007905	0.713014593502215
AKR1B15	0.0780301099256691	2.30619190380175	0.165282353221812	0.684339022984891	0.713146472382333
VKORC1L1	-0.0324470249665597	6.64380134761292	0.158646896910795	0.690405353172677	0.719370796329198
